tiempo(s),F_joint0,F_joint1,F_joint2,F_joint3,F_joint4,F_joint5,F_joint6,G-parcial(N)
0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.323,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.427,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.458,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.489,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.563,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.574,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.626,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.637,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.647,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.742,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.848,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.858,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.911,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
